,Artist,Name,Popularity,Year,genre,lyrics
5978,The Carpenters,Goodbye to Love Lyrics,36.35543902,1981,Pop,"I'll say goodbye to love No one ever cared if I should live or die Time and time again the chance for love has passed me by And all I know of love is how to live without it I just can't seem to find it,So I've made my mind up I must live my life alone And though it's not the easy way I guess I've always known,I'd say goodbye to love There are no tomorrows for this heart of mine Surely time will lose these bitter memories and I'll find That there is someone to believe in and to live for Something I could live for,All the years of useless search Have finally reached an end Loneliness and empty days Will be my only friend From this day love is forgotten I'll go on as best I can,What lies in the future is a mystery to us all No one can predict the wheel of fortune as it falls There may come a time when I will see that I've been wrong But for now this is my song And it's goodbye to love I'll say goodbye to love"
5982,The Carpenters,Goofus Lyrics,31.12756797,2006,Pop,"I was born on a farm out in Iowa A flaming youth I was bound I would fly away I packed my grip and I grabbed my saxophone,Can't read notes, but I play anything by ear I made up tunes on the sounds that I used to hear When I'd start to play folks to say Sounds a little goofus to me,Corn fed chords appeal to me I like rustic harmony Hold a note and change the key Hey but that's goofus,Not according to the rules That you learned in music schools But the folks just dance like fools They sure go for goofus,Got a job but I just couldn't keep it long The leader said that I played all the music wrong So I stepped out with an outfit of my own,Got together a new kind of orchestra And we all played just the same goofus harmony And I must admit we made a hit Goofus has been lucky for me,Got together a new kind of orchestra And we all played just the same goofus harmony And I must admit we made a hit Goofus has been lucky for me,Goofus has been lucky for me Goofus has been lucky for me"
6009,The Carpenters,Happy Lyrics,16.82371304,1978,Pop,"I've played the game of love before Too young to know how hard the fall could be I never thought I'd try again Somehow you brought the gambler out in me,You can deal me in this time around Even though the odds are high we'll play them down You may be a chance I need to take And the hand I'm holding says it's no mistake,Happy is the way I'm feeling And I know it comes from being with you All at once my life is changing And I know it's 'cause I'm falling in love with you Falling in love with you Falling in love Falling in love with you,If this is luck then let it ride If it's the stars they're surely on my side I've never been so satisfied By love before for all the times I've tried,These beginnings could mean more Than the brief affair I bargained for Little did I know when we began That my time had come to win a hand,Happy is the way I'm feeling And I know it comes from being with you All at once my life is changing And I know it's 'cause I'm falling in love with you Falling in love with you Falling in love Falling in love with you,Please forgive me if I seem To be walking through a waking dream Laughter never came so easily There's a freedom here that's new to me,Happy is the way I'm feeling And I know it comes from being with you All at once my life is changing And I know it's 'cause I'm falling in love with you Falling in love with you Falling in love Falling in love with you"
6013,The Carpenters,Home For The Holidays Lyrics,13.33247714,1998,Pop,"(There's No Place Like) Home for the Holidays ,Oh, thereâs no place like home for the holidays, For no matter how far away you roam - When you long for the sunshine of a friendly gaze, For the holidays - you canât beat home, sweet home!,I met a man who lives in Tennessee, and he was headinâ for  Pennsylvania and some homemade pumpkin pie; From Pennsylvania folks are travelinâ down to Dixieâs sunny shore; From Atlantic to Pacific - Gee, the traffic is terrific!,Oh there's no place like home for the holidays,  'Cause no matter how far away you roam - If you want to be happy in a million ways, For the holidays - you canât beat home, sweet home,I met a man who lives in Tennessee and he was headinâ for  Pennsylvania and some homemade pumpkin pie; From Pennsylvania folks are travelinâ down to Dixieâs sunny shore; From Atlantic to Pacific - Gee, the traffic is terrific!,Oh, thereâs no place like home for the holidays, 'Cause no matter how far away you roam - If you want to be happy in a million ways, For the holidays - you canât beat home, sweet home! For the holidays - you can't beat home, sweet home!"
6019,The Carpenters,Honolulu City Lights Lyrics,13.33247714,2006,Pop,"Lookin' out upon the city lights And the stars above the ocean Got my ticket for the midnight plane And it's not easy to leave again,Took my clothes and put them in the bag Try not to think just yet of leavin' Lookin' out into the city night And it's not easy to leave again,(*) Each time Honolulu city lights Stir up memories in me Each night Honolulu city lights Bring me back again,You are my island sunset You are my island dream,Put on my shoes and light a cigarette Wonderin' which of my friends will be here Standin' with their leis around my neck It's not easy to leave again,Repeat (*)"
5991,The Carpenters,Hurting Each Other Lyrics,26.66495429,1981,Pop,"No one in the world Ever had a love as sweet as my love For nowhere in the world Could there be a boy as true as you, love,All my love I give gladly to you All your love you give gladly to me Tell me why then, oh why should it be that,We go on hurting each other We go on hurting each other Making each other cry Hurting each other Without ever knowing why,Closer than the leaves On a weeping willow, baby, we are Closer dear are we than the simple letters A and B are,All my life I could love only you All your life you could love only me Tell me why then, oh why should it be that,We go on hurting each other We go on hurting each other Making each other cry Hurting each other Without ever knowing why,Can't we stop hurting each other Gotta stop hurting each other Making each other cry Breaking each other's heart Tearing each other apart Can't we stop hurting each other Gotta stop hurting each other Making each other cry Breaking each other's heart Tearing each other apart Can't we stop hurting each other"
5971,The Carpenters,I Have You Lyrics,39.99743143,2006,Pop,"I Have You Lyrics,I have always been a dreamer Followed visions of my own I was born to belong To the lines of a song And make then my home,I believe in happy endings Though I've only known a few For as rare as they are Like a bright falling star I found one in you,Sometimes All the world can seem so Friendless And the road ahead so Endless And the dream so far away Sometimes When I'm almost To surrender Then I stop And I remember I have you To save my day,Often my imagination Has me reaching out too far When I fell you were there With you hand in the air You knew from the start,Sometimes After all you've done To save me Thru the love you freedly Gave me Every step along the way Sometimes People ask what keeps me Going And in truth, it comes from Knowing I have you To save my day,Sometimes Feelng helpless When I held you Wishing words would come To tell you I have you To save my day"
5970,The Carpenters,I Just Fall in Love Again Lyrics,43.82117425,2006,Pop,"Dreamin', I must be dreamin' Or am I really lyin' here with you Baby, you take me in your arms And though I'm wide awake I know my dream is comin' true And oh, I just fall in love again Just one touch and then it happens every time And there I go, I just fall in love again And when I do Can't help myself I fall in love with you Magic, it must be magic The way I hold you and the night just seems to fly Easy for you to take me to a star Heaven is that moment when I look into your eyes And oh, I just fall in love again Just one touch and then it happens every time And there I go, I just fall in love again And when I do Can't help myself I fall in love with you,And oh, I just fall in love again Just one touch and then it happens every time And there I go, I just fall in love again And when I do Can't help myself I fall in love with you Can't help myself I fall in love with you"
5965,The Carpenters,I Need to Be in Love Lyrics,50.28002109,1978,Pop,"The hardest thing I've ever done is keep believing there's someone in this crazy world for me. The way that people come and go through temporary lives My chance could come and I might never know.,I used to say, No promises, let's keep it simple, But freedom only helps you say goodbye. It took awhile for me to learn that nothing comes for free. The price I've paid is high enough for me.,I know I need to be in love, I know I've wasted too much time. I know I ask perfection of a quite imperfect world, And fool enough to think that's what I'll find.,So here I am with pockets full of good intentions, But none of them will comfort me tonight. I'm wide awake at 4 a.m. without a friend in sight, hanging on a hope, but I'm alright.,I know I need to be in love, I know I've wasted too much time. I know I ask perfection of a quite imperfect world, And fool enough to think that's what I'll find.,I know I need to be in love, I know I've wasted too much time. I know I ask perfection of a quite imperfect world, And fool enough to think that's what I'll find."
5966,The Carpenters,I Won't Last a Day Without You Lyrics,48.18244501,1978,Pop,"Day after day I must face a world of strangers Where I don't belong, I'm not that strong It's nice to know that there's someone I can turn to Who will always care, you're always there,When there's no getting over that rainbow When my smallest of dreams won't come true I can take all the madness the world has to give But I won't last a day without you,So many times when the city seems to be Without a friendly face, a lonely place It's nice to know that you'll be there if I need you And you'll always smile, it's all worthwhile,When there's no getting over that rainbow When my smallest of dreams won't come true I can take all the madness the world has to give But I won't last a day without you,Touch me and I end up singing Trouble seems to up and disappear You touch me with the love you're bringing I can't really lose when you're near When you're near, my love,If all my friends have forgotten half their promises They're not unkind, just hard to find One look at you and I know that I could learn to live Without the rest, I've found the best,When there's no getting over that rainbow When my smallest of dreams won't come true I can take all the madness the world has to give But I won't last a day without you When there's no getting over that rainbow When my smallest of dreams won't come true I can take all the madness the world has to give But I won't last a day without you"
6021,The Carpenters,I'll Never Fall In Love Again Lyrics,13.33247714,2006,Pop,"The girl that's driving me mad Is going away She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride And she don't care (Karen) What do you get when you fall in love A guy with a pin to burst your bubble That's what you get for all your trouble I'll never fall in love again (Andy) She said that living with me Is bringing her down, yeah (Karen) For she would never be free When I was around (Both) We've got a ticket to ride We've got a ticket to ride We've got a ticket to ride And we don't care (Karen) Don't tell me what is all about 'Cause I've been there and I'm glad I'm out Out of those chains, those chains that bind you That is why I'm here to remind you (Andy) I think I'm gonna be sad I think it's today, yeah (Karen) The boy that's driving me mad Is going away (Both) We've got a ticket to ride We've got a ticket to ride We've got a ticket to ride And we don't care (Andy)I think I'm gonna be sad (Karen)I'll never fall in love again (Andy)I think I'm gonna be sad (Karen)I'll never fall in love again (Andy)I think I'm gonna be sad (Karen)I'll never fall in love again (End)"
6016,The Carpenters,"I'm Caught Between, Goodbye And I Love You Lyrics",13.33247714,2006,Pop,"It's inevitable everything that's good comes to an end It's impossible to know if after this we can still be friends, yeah I know you're saying you don't want to hurt me Well, maybe you should show a little mercy The way you look I know you didn't come to apologize,Hey, hey, hey Oh, why you're wearing that to walk out of my life? Hey, hey, hey Oh, even though it's over you should stay tonight Hey, hey, hey If tomorrow you won't be mine Won't you give it to me one last time?,Oh, baby, let me love you goodbye,Unforgettable together held the whole world in our hands Unexplainable the love that only we could understand, yeah I know there's nothing I can do to change it But is this something that could be negotiated My heart's already breaking, baby, go on, twist the knife,Hey, hey, hey Oh, why you're wearing that to walk out of my life? Hey, hey, hey Oh, even though it's over you should stay tonight Hey, hey, hey If tomorrow you won't be mine Won't you give it to me one last time?,Oh, baby, let me love you goodbye Oh, baby, let me love you goodbye,One more taste of your lips just to bring me back To the places we've been and the nights we've had Because if this is it then at least we could end it right,Oh, why you're wearing that to walk out of my life? Hey, hey, hey Oh, even though it's over you should stay tonight Hey, hey, hey If tomorrow you won't be mine Won't you give it to me one last time? Oh, baby, let me love you goodbye,Oh, baby, let me love you goodbye Oh, baby, let me love you goodbye"
6003,The Carpenters,I'm Still Not Over You Lyrics,19.53172598,2006,Pop,"Just today I saw you smile And it took me back to yesterday You still move me like you did When you read me with your eyes that way Haven't seen you for a while Father Time must be a friend of yours You still take my breath away Do I really have to say How much I want you,(*) Just when I thought I was doin' alright Sleepin' away almost half of the night Now who Who was the last one I needed to see Just when I had most of my broken heart Put back together to make a new start Now I have to forget startin' over I'm still not over you,I was calm as I could be As the feelings all came back again What I was supposed to do Treat you like a stranger or a friend I'm not wise in things of heart I'm not one of those who knows the moves I was hangin' by a thread Hangin' on each word you said To hear I love you,Repeat (*)"
6024,The Carpenters,Intermission Lyrics,8.411856519,2006,Pop,We'll be right We'll be right We'll be right We'll be right back After we go to the bathroom
6001,The Carpenters,It's Going To Take Some Time Lyrics,19.53172598,1981,Pop,It's going to take some time this time To get myself in shape I really fell out of line this time I really missed the gate The birds on the telephone line (Next time) Are cryin' out to me (Next time) And I won't be so blind next time And I'll find some harmony But it's going to take some time this time And I can't make demands But like the young trees in the wintertime I'll learn how to bend After all the tears we've spent How could we make amends So it's one more round for experience And I'm on the road again And it's going to take some time this time And I can't make demands I'll learn how to bend It's going to take some time this time No matter what I've planned But like the young trees in the wintertime I'll learn how to bend After all the tears we've spent How could we make amends So it's one more round for experience And I'm on the road again And it's going to take some time this time
5974,The Carpenters,Jambalaya (on The Bayou) Lyrics,37.51209893,1978,Pop,"Goodbye Joe, he gotta go, me oh my oh He gotta go-pole the pirogue down the bayou His Yvonne the sweetest one, me oh my oh Son of a gun, we'll have big fun on the bayou,Thibodaux, fontaineaux the place is buzzin' A kin-folk come to see Yvonne by the dozen Dress in style the go hog wild, me oh my oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit far and be gay-oh Son of a gun, we'll have big fun on the bayou,Settle down far from town get him a pirogue And he'll catch all the fish in the bayou Swap his mon to buy Yvonne what she need-oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit far and be gay-oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit far and be gay-oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit far and be gay-oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit far and be gay-oh Son of a gun, we'll have big fun on the bayou"
5961,The Carpenters,Jambalaya Lyrics,56.70825302,2009,Pop,"Goodbye Joe, he gotta go, me oh my oh He gotta go-pole the pirogue down the bayou His Yvonne the sweetest one, me oh my oh Son of a gun, we'll have big fun on the bayou,Thibodaux, fontaineaux the place is buzzin' A kin-folk come to see Yvonne by the dozen Dress in style the go hog wild, me oh my oh Son of a gun, we'll have big fun on the bayou,Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou,-Instrumental - Settle down far from town get him a pirogue And he'll catch all the fish in the bayou Swap his mon to buy Yvonne what she need-oh,Son of a gun, we'll have big fun on the bayou Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit jar and be gay-oh,Son of a gun, we'll have big fun on the bayou - Instrumental - Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh,Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou Jambalaya and a crawfish pie and fillet gumbo For tonight, I'm a-gonna see my, my Cher a mi-oh Pick guitar, fill fruit jar and be gay-oh Son of a gun, we'll have big fun on the bayou"
5990,The Carpenters,Johnny Angel Lyrics,27.9435825,2006,Pop,"Johnny Angel, Johnny Angel Johnny Angel, Johnny Angel You're an angel to me,Johnny Angel How I love him How I tingle When he passes by Everytime he says ""hello"" My heart begins to fly,Johnny Angel How I want him He's got something That I can't resist But he doesn't even know That I exist,I'm in heaven I get carried away I dream of him and me And how it's gonna be Other fellows Call me up for a date But I just sit and wait I'd rather concentrate,On Johnny Angel 'Cause I love him And I pray That someday he'll love me And together we will see How lovely Heaven will be,And together we will see How lovely Heaven will be"
5989,The Carpenters,Let Me Be The One Lyrics,27.9435825,2009,Pop,"Some sleepless night if you should find yourself alone,Let me be the one you run to Let me be the one you come to When you need someone to turn to Let me be the one,To set things right When this whole world's turned upside down,Let me be the one you run to Let me be the one you come to When you need someone to turn to (need someone to turn to) Let me be the one,For love and understanding, to find a quiet place For silent understanding, a loving touch Come to me when things go wrong And there's no love to light the way,Let me be the one you run to Let me be the one you come to When you need someone to turn to (need someone to turn to) Let me be the one,Let me be the one you run to Let me be the one you come to When you need someone to turn to (need someone to turn to) Let me be the one,Let me be the one you run to Let me be the one you come to When you need someone to turn to (need someone to turn to) Let me be the one,Let me be the one you run to Let me be the one you come to When you need someone to turn to"
6002,The Carpenters,Looking For Love Lyrics,19.53172598,2006,Pop,"Always have said there is a thing called love And in my life, I said the word a thousand times Looking around I can see lovers, lost in a world that's all their own Though people say love is everywhere, I'm looking for love, but it's just not there,I live my live growing from day to day Hoping I'll fined someone who cares Though people say love is everywhere, I'm looking for love, but it's just not there I'm looking for love, but it's just not there"
5963,The Carpenters,Love Me For What I Am Lyrics,51.027071899999996,2006,Pop,"We fell in love On the first night that we met Together We've been happy,I have very few regrets The ordinary problems Have not been hard to face But lately little changes,Have been slowly taking place You're always finding something Is wrong in what I do But you can't rearrange my life,Because it pleases you You've got to love me For what I am For simply being me,Don't love me For what you intend Or hope that I will be And if you're only using me,To feed your fantasy You're really not in love So let me go I must be free,If what you want Isn't natural for me I won't pretend to keep you What I am I have to be,The picture of perfection Is only on your mind For all your expectations Love can never be designed,We either take each other For everything we are Or leave the life We've made behind,And make another start You've got to love me For what I am For simply being me,Don't love me For what you intend Or hope that I will be And if you're only using me,To feed your fantasy You're really not in love So let me go I must be free And if you're only using me To feed your fantasy You're really not in love So let me go I must be free You're really not in love So let me go I must be free"
6005,The Carpenters,Make Believe It's Your First Time Lyrics,16.82371304,2013,Pop,"We tried our hand at love before We've been around the game enough to know the score But that is that and now is now And now is all that matters anyhow,Make believe it's your first time Leave your sadness behind Make believe it's your first time And I'll make believe it's mine,The door is closed, it's you and me We'll take our time with love, the way it oughta be This moment's ours, tonight's the night And if we fall in love, well that's alright,Make believe it's your first time Leave your sadness behind Make believe it's your first time And I'll make believe it's mine,So close your eyes and hug me close Let our hearts pretend That love is ours to share tonight And it might never end,Make believe it's your first time Leave your sadness behind Make believe it's your first time And I'll make believe it's mine,Make believe it's your first time And I'll make believe it's mine"
5977,The Carpenters,Maybe It's You Lyrics,36.35543902,2009,Pop,"Maybe it's you Maybe it's me Maybe it's just the constant rhythm of the sea Maybe it's just that I have never been the kind to pass a lucky penny by,Maybe it's wise Maybe it's not Maybe it's you who brought the caring I forgot Isn't it nice to talk about the special way that you smile whenver I'm around,Rising on the shore the oceans came Walks along the waves of velveteen His only thought was love for me,Couldn't we stay Or must we go Couldn't we stay and watch the splashing rocks we throw Only a fool would want to leave the paradise that I find whenever you're around Only a fool Only a fool,Isn't it nice to talk about the special way that you smile whenver I'm around Rising on the shore the oceans came Walks along the waves of velveteen His only thought was love for me love for me,Couldn't we stay Or must we go Couldn't we stay and watch the splashing rocks we throw Only a fool would want to leave the paradise that I find whenever you're around Only a fool Only a fool"
5984,The Carpenters,Merry Christmas Darling Lyrics,29.10024241,1998,Pop,"Greeting cards have all been sent The Christmas rush is through But I still have one wish to make A special one for you,Merry Christmas darling We're apart that's true But I can dream and in my dreams I'm Christmas-ing with you,Holidays are joyful There's always something new But every day's a holiday When I'm near to you The lights on my tree I wish you could see I wish it every day,Logs on the fire Fill me with desire To see you and to say That I wish you Merry Christmas Happy New Year, too I've just one wish On this Christmas Eve I wish I were with you,Logs on the fire Fill me with desire To see you and to say That I wish you Merry Christmas Happy New Year, too I've just one wish On this Christmas Eve I wish I were with you I wish I were with you,(Merry, merry, merry Christmas Merry Christmas - darling)"
6007,The Carpenters,Mr. Guder Lyrics,16.82371304,2006,Pop,"Mr. Guder Say! Mr. Guder May I have a moment with you Because there is something I've got to say And please don't let it scare you away,Mr. Guder Say! Mr. Guder I have seen you go through a day You're everything a robot lives for Walk in at 9 and roll out the door at 5,(*) You reflect the company image You maintain their rules to live by Shine your shoes let's keep a neat haircut Now that you're wearing a coat and tie,Mr. Guder Say! Mr. Guder Some day soon may realize You spend your life just playing a game Where no ones wins but everyone stays the same,Repeat (*),Mr. Guder Say! Mr. Guder Some day soon may realize You spend your life just playing a game Where no ones wins but everyone stays the same The sa-a-a-me,Please! Play your game! Stay the same!"
5988,The Carpenters,Now Lyrics,27.9435825,2009,Pop,"now now when it rains I dont feel cold now that I have your hand to hold the winds might blow through me but I dont care theres no harm in thunder if you are there and now now when we touch my feelings fly now when I'm smiling I know why you light up my world like the morning sun your so deep within me were almost one,chorus: and now all the fears that I have start to fade I was always afraid love might forget me that love might let me down then look who I found,winds might blow through me but I don't care there's no harm in thunder if you are there,and now now when I wake there's someone home I'll never face the nights alone you gave me the courage I need to win to open my heart and to let you in and I really never knew how until now until now no I really never knew how until now"
5985,The Carpenters,Only Yesterday Lyrics,29.10024241,1978,Pop,"After long enough of being alone Everyone must face their share of loneliness In my own time nobody knew The pain I was goin' through And waitin' was all my heart could do,Hope was all I had until you came Maybe you can't see how much you mean to me You were the dawn breaking the night The promise of mornin' light Filling the world surroundin' me,When I hold you Baby, baby, feels like maybe Things will be all right,Baby, baby, your love's made me Free as a song, singin' forever Only yesterday when I was sad and I was lonely You showed me the way to leave the past and all its tears behind me Tomorrow maybe even brighter than today,Since I threw my sadness away Only yesterday I have found my home here in your arms Nowhere else on earth I'd really rather be Life waits for us, share it with me,The best is about to be And so much is left for us to see When I hold you,Baby, baby, feels like maybe Things will be all right Baby, baby, your love's made me Free as a song, singin' forever Only yesterday when I was sad and I was lonely You showed me the way to leave the past and all its tears behind me Tomorrow maybe even brighter than today Since I threw my sadness away Only yesterday (Only yesterday) {Only yesterday} Only yesterday when I was sad and I was lonely You showed me the way to leave the past and all its tears behind me"
5964,The Carpenters,Please Mr. Postman Lyrics,50.28002109,1978,Pop,"Oh yes, wait a minute Mister Postman (Wait) Wait Mister Postman,Please Mister Postman, look and see (Oh yeah) If there's a letter in your bag for me (Please, Please Mister Postman) Why's it takin' such a long time (Oh yeah) For me to hear from that boy of mine,There must be some word today From my boyfriend so far away Please Mister Postman, look and see If there's a letter, a letter for me,I've been standin' here waitin' Mister Postman,So patiently For just a card, or just a letter Sayin' he's returnin' home to me,(Mister Postman) Mister Postman, look and see (Oh yeah) If there's a letter in your bag for me (Please, Please Mister Postman) Why's it takin' such a long time (Oh yeah) For me to hear from that boy of mine,So many days you passed me by See the tears standin' in my eyes You didn't stop to make me feel better By leavin' me a card or a letter,(Mister Postman) Mister Postman, look and see,(Oh yeah) If there's a letter in your bag for me (Please, Please Mister Postman) Why's it takin' such a long time,(Why don't you check it and see one more time for me, you gotta) Wait a minute Wait a minute Wait a minute Wait a minute (Mister Postman) Mister Postman, look and see,(C'mon deliver the letter, the sooner the better) Mister Postman"
5962,The Carpenters,Rainy Days And Mondays Lyrics,52.06791607,1981,Pop,"Talkin' to myself and feelin' old Sometimes I'd like to quit, nothin' ever seems to fit Hangin' around, nothin' to do but frown Rainy days and Mondays always get me down,What I've got they used to call the blues Nothin' is really wrong, feelin' like I don't belong Walkin' around, some kind of lonely clown Rainy days and Mondays always get me down,Funny, but it seems I always wind up here with you Nice to know somebody loves me Funny, but it seems that it's the only thing to do Run and find the one who loves me What I feel has come and gone before,No need to talk it out We know what it's all about Hangin' around Nothin' to do but frown Rainy days and Mondays always get me down Funny, but it seems that it's the only thing to do Run and find the one who loves me,What I feel has come and gone before No need to talk it out,We know what it's all about Hangin' around Nothin' to do but frown Rainy days and Mondays always get me down Hangin' around Nothin' to do but frown Rainy days and Mondays always get me down"
6008,The Carpenters,Sandy Lyrics,16.82371304,2006,Pop,"Looking at you I'm almost home again Something in you Puts me at ease Yes, I know that you're Suspicious of me Do I mean the things I say? You know I've been in love before That much is true But thought I've been in love before It wasn't with you,Ooh, Sandy Could we spend the day together? You know how rainy weather Gets me down when I'm alone You, Sandy You gotta be a friend today An hour with you would Chase the winter away,Being with you I'm like a child again Your eyes can see Clearer than mine No one ever made me quite so aware No one ever took the time The time it took surprises me Nothing's the same As if my life began again Hearing your name,Ooh, Sandy Could we spend the day together? You know how rainy weather Gets me down when I'm alone You, Sandy You gotta be a friend today An hour with you would Chase the winter away,An hour with you would Chase the winter awayf"
5975,The Carpenters,Sing Lyrics,36.94754394,1981,Pop,"Sing, sing a song Sing out loud Sing out strong Sing of good things not bad Sing of happy not sad.,Sing, sing a song Make it simple to last Your whole life long Don't worry that it's not Good enough for anyone Else to hear Just sing, sing a song.,Sing, sing a song Let the world sing along Sing of love there could be Sing for you and for me.,Sing, sing a song Make it simple to last Your whole life long Don't worry that it's not,Good enough for anyone Else to hear Just sing, sing a song."
5976,The Carpenters,Sleigh Ride Lyrics,36.94754394,1998,Pop,"Just hear those sleigh bells ring-a-ling Ring-ting-tingling too Come on it's lovely weather For a sleigh ride together with you,Outside the snow is falling And friends are calling ""Yoo-hoo!"" Come on it's lovely weather For a sleigh ride together with you,Giddy-yup, giddy-yup, giddy-yup, let's go Let's look at the show We're riding in a wonderland of snow Giddy-yup, giddy-yup, giddy-yup, it's grand Just holding your hand We're riding along with a song in a wintery fairyland,Our cheeks are nice and rosy And comfy-cosy are we We're snuggled up together Like two birds of a feather should be,Let's take the road before us And sing a chorus or two Come on it's lovely weather For a sleigh ride together with you,There's a Christmas party at the home of Farmer Gray It'll be the perfect ending to a perfect day We'll be singing the songs we love to sing without a single stop By the fireplace as we watch the chestnuts pop Pop, pop, pop,There's a happy feeling nothing in the world can buy As we pass around the coffee and the pumpkin pie It'll nearly be like a picture print from Currier and Ives These things are the wonderful things we'll remember througout our lives,Just hear those sleigh bells ring-a-ling Ring-ting-tingling too Come on it's lovely weather For a sleigh ride together with you,Giddy-yup, giddy-yup, giddy-yup, let's go Let's look at the show We're riding in a wonderland of snow Giddy-yup, giddy-yup, giddy-yup, it's grand Just holding your hand We're riding along with a song in a wintery fairyland,(fade with effects)"
5972,The Carpenters,Solitaire Lyrics,39.06345196,1978,Pop,"There was a man ... A lonely man ...,Who lost his love Through his indifference ...,A heart that cared,... That went unshared,... Until it died,Within his silence,... And solitaire's the only game in town ...,And every road that takes him, takes him down ... And by himself it's easy to pretend ...,He'll never love again ... And keeping to himself he plays the game ...,Without her love it always ends the same ... While life goes on around him everywhere ... He's playing solitaire ... A little hope ... Goes up in smoke ... Just how it kills ... Goes without saying ... There was a man ... A lonely man ... Who would command ... The hand he's playing ... And solitaire's the only game in town ... And every road that takes him, takes him down ... And by himself it's easy to pretend ... He'll never love again ... And keeping to himself he plays the game ... Without her love it always ends the same ... While life goes on around him everywhere ... He's playing solitaire ... And solitaire's the only game in town ... And every road that takes him, takes him down ... While life goes on around him everywhere ... He's playing solitaire ..."
5956,The Carpenters,Something In Your Eyes Lyrics,65.34485195,2006,Pop,"There was a certain face That filled a thousand nights With all the sweetest dreams and promises Of paradise But that face was gone When the dawn would come and steal you Yet I still could feel you Waiting just a kiss away,I'd surely know your face When love would cast it's spell I'd recognize each curve and line of you I knew it well Now at last you're here and I can tell,(*) Something in your eyes I see Is all I've ever wanted (And) Something in your smile for me Is calling out my name Your eyes it seems Are mirrors of my dreams In ways I can't explain And my heart will never be the same,We never said a word As if we'd always known That through the bittersweet of waiting We were not alone Now we're close enough For the touch of love to find us Fantasies designed us But they never really could Begin to measure you No pictures ever do And as I watch you framed in sunlight And a sky of blue I know what my life's been leading to"
5994,The Carpenters,Sometimes Lyrics,25.23556956,2006,Pop,"Sometimes, not often enough We reflect upon the good things And those thoughts always center Around those we love,And I think about those people Who mean so much to me And for so many years have made me So very happy,And I count the times I have forgotten to say Thank you, and just how much I love them"
5959,The Carpenters,Superstar Lyrics,62.11066108,1981,Pop,"Long ago, and, oh, so far away I fell in love with you before the second show Your guitar, it sounds so sweet and clear But you're not really here, it's just the radio,Don't you remember, you told me you loved me baby? You said you'd be coming back this way again baby Baby, baby, baby, baby, oh baby I love you, I really do,Loneliness is such a sad affair And I can hardly wait to be with you again What to say to make you come again? Come back to me again and play your sad guitar,Don't you remember, you told me you loved me baby? You said you'd be coming back this way again baby Baby, baby, baby, baby, oh baby I love you, I really do"
5992,The Carpenters,"Sweet, Sweet Smile Lyrics",26.66495429,1978,Pop,"You're always in my heart From early in the morning till it's dark I got to see your sweet, sweet smile every day When I wake up in the morning and I see you there I always whisper a little prayer I got to see your sweet, sweet smile every day,I got to know that you love me And that you want me And that you'll always be there I got to know that you care And I got to feel your arms around me And that you need me And you'll always be there,I got to know that you care,If my times are bringing me down You're the only one that I want around I got to see your sweet, sweet smile every day And if I'm all strung out,You're the only one who can straighten me out I got to see your sweet, sweet smile every day,I got to know that you love me And that you want me And that you'll always be there I got to know that you care And I got to feel your arms around me,And that you need me And you'll always be there I got to know that you care,I got to know that you love me And that you want me And that you'll always be there I got to know that you care And I got to feel your arms around me And that you need me And you'll always be there I got to know that you care You're always in my heart From early in the morning till it's dark I got to see your sweet, sweet smile every day I got to see your sweet, sweet smile every day I got to see your sweet, sweet smile every day"
